
S.No,Flight Number,Date,Origin,Destination,Aircraft,FlightTime,STD,ATD,STA,Unnamed: 10,ATA,Unnamed: 12,Unnamed: 13,STD_mins,ATD_mins,STA_mins,ATA_mins,DepartureDelay,ArrivalDelay,ScheduledHour
,,2025-07-23,Mumbai (BOM),Cochin (COK),A20N (VT-TNJ),01:52:00,07:25:00,07:34:00,09:30:00,,Landed 9:26 AM,  , ,445,454,570,566.0,9,-4.0,7
,,2025-07-22,Mumbai (BOM),Cochin (COK),A20N (VT-EXN),01:35:00,07:25:00,07:44:00,09:30:00,,Landed 9:20 AM,  , ,445,464,570,560.0,19,-10.0,7
,,2025-07-21,Mumbai (BOM),Cochin (COK),A20N (VT-EXN),01:43:00,07:25:00,07:43:00,09:30:00,,Landed 9:26 AM,  , ,445,463,570,566.0,18,-4.0,7
,,2025-07-20,Mumbai (BOM),Cochin (COK),A20N (VT-TNQ),01:33:00,07:25:00,07:39:00,09:30:00,,Landed 9:12 AM,  , ,445,459,570,552.0,14,-18.0,7
,,2025-07-19,Mumbai (BOM),Cochin (COK),A20N (VT-EXN),01:32:00,07:25:00,07:44:00,09:30:00,,Landed 9:16 AM,  , ,445,464,570,556.0,19,-14.0,7
,,2025-07-25,Mumbai (BOM),Dhaka (DAC),A20N (VT-TNV),02:41:00,07:25:00,07:40:00,10:45:00,,Landed 10:50 AM,  , ,445,460,645,650.0,15,5.0,7
,,2025-07-24,Mumbai (BOM),Dhaka (DAC),A20N (VT-TQB),02:36:00,07:25:00,07:42:00,10:45:00,,Landed 10:48 AM,  , ,445,462,645,648.0,17,3.0,7
,,2025-07-23,Mumbai (BOM),Dhaka (DAC),A20N (VT-TNR),02:50:00,07:25:00,07:38:00,10:45:00,,Landed 10:57 AM,  , ,445,458,645,657.0,13,12.0,7
,,2025-07-22,Mumbai (BOM),Dhaka (DAC),A20N (VT-TNV),02:46:00,07:25:00,08:06:00,10:45:00,,Landed 11:23 AM,  , ,445,486,645,683.0,41,38.0,7
,,2025-07-21,Mumbai (BOM),Dhaka (DAC),A20N (VT-TNR),02:52:00,07:25:00,08:23:00,10:45:00,,Landed 11:45 AM,  , ,445,503,645,705.0,58,60.0,7
,,2025-07-20,Mumbai (BOM),Dhaka (DAC),A20N (VT-TQJ),02:39:00,07:25:00,07:53:00,10:45:00,,Landed 11:02 AM,  , ,445,473,645,662.0,28,17.0,7
,,2025-07-19,Mumbai (BOM),Dhaka (DAC),A20N (VT-TNU),02:41:00,07:25:00,07:43:00,10:45:00,,Landed 10:54 AM,  , ,445,463,645,654.0,18,9.0,7
,,2025-07-25,Mumbai (BOM),Bhopal (BHO),A20N (VT-ISJ),01:10:00,07:25:00,07:30:00,09:00:00,,Landed 8:40 AM,  , ,445,450,540,520.0,5,-20.0,7
,,2025-07-24,Mumbai (BOM),Bhopal (BHO),A21N (VT-ICG),01:06:00,07:25:00,07:22:00,09:00:00,,Landed 8:28 AM,  , ,445,442,540,508.0,-3,-32.0,7
,,2025-07-23,Mumbai (BOM),Bhopal (BHO),A20N (VT-IQG),01:07:00,07:25:00,07:23:00,09:00:00,,Landed 8:30 AM,  , ,445,443,540,510.0,-2,-30.0,7
,,2025-07-22,Mumbai (BOM),Bhopal (BHO),A20N (VT-IIH),01:06:00,07:25:00,07:23:00,09:00:00,,Landed 8:30 AM,  , ,445,443,540,510.0,-2,-30.0,7
,,2025-07-21,Mumbai (BOM),Bhopal (BHO),A20N (VT-IIS),01:06:00,07:25:00,07:27:00,09:00:00,,Landed 8:33 AM,  , ,445,447,540,513.0,2,-27.0,7
,,2025-07-20,Mumbai (BOM),Bhopal (BHO),A20N (VT-IVY),01:05:00,07:25:00,07:31:00,09:00:00,,Landed 8:36 AM,  , ,445,451,540,516.0,6,-24.0,7
,,2025-07-19,Mumbai (BOM),Bhopal (BHO),A20N (VT-IVY),01:04:00,07:25:00,07:37:00,09:00:00,,Landed 8:41 AM,  , ,445,457,540,521.0,12,-19.0,7
,,2025-07-24,Mumbai (BOM),Goa (GOX),A20N (VT-IIH),00:42:00,07:25:00,07:25:00,08:35:00,,Landed 8:08 AM,  , ,445,445,515,488.0,0,-27.0,7
,,2025-07-23,Mumbai (BOM),Goa (GOX),A20N (VT-IQF),00:45:00,07:25:00,07:30:00,08:35:00,,Landed 8:15 AM,  , ,445,450,515,495.0,5,-20.0,7
,,2025-07-22,Mumbai (BOM),Goa (GOX),A20N (VT-IIW),00:50:00,07:25:00,07:27:00,08:35:00,,Landed 8:17 AM,  , ,445,447,515,497.0,2,-18.0,7
,,2025-07-21,Mumbai (BOM),Goa (GOX),A20N (VT-IPD),00:50:00,07:25:00,07:41:00,08:35:00,,Landed 8:31 AM,  , ,445,461,515,511.0,16,-4.0,7
,,2025-07-20,Mumbai (BOM),Goa (GOX),A20N (VT-IIX),00:46:00,07:25:00,07:22:00,08:35:00,,Landed 8:08 AM,  , ,445,442,515,488.0,-3,-27.0,7
,,2025-07-19,Mumbai (BOM),Goa (GOX),A20N (VT-ITV),00:46:00,07:25:00,07:35:00,08:35:00,,Landed 8:21 AM,  , ,445,455,515,501.0,10,-14.0,7
,,2025-07-25,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCM),01:26:00,07:30:00,07:48:00,09:30:00,,Landed 9:14 AM,  , ,450,468,570,554.0,18,-16.0,7
,,2025-07-24,Mumbai (BOM),Bengaluru (BLR),A21N (VT-ICF),01:23:00,07:30:00,07:40:00,09:30:00,,Landed 9:03 AM,  , ,450,460,570,543.0,10,-27.0,7
,,2025-07-23,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCK),01:24:00,07:30:00,07:35:00,09:30:00,,Landed 9:00 AM,  , ,450,455,570,540.0,5,-30.0,7
,,2025-07-22,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCK),01:18:00,07:30:00,07:40:00,09:30:00,,Landed 8:59 AM,  , ,450,460,570,539.0,10,-31.0,7
,,2025-07-21,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCK),01:18:00,07:30:00,07:46:00,09:30:00,,Landed 9:04 AM,  , ,450,466,570,544.0,16,-26.0,7
,,2025-07-20,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCK),01:19:00,07:30:00,07:34:00,09:30:00,,Landed 8:52 AM,  , ,450,454,570,532.0,4,-38.0,7
,,2025-07-19,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCJ),01:22:00,07:30:00,07:50:00,09:30:00,,Landed 9:12 AM,  , ,450,470,570,552.0,20,-18.0,7
,,2025-07-25,Mumbai (BOM),Coimbatore (CJB),A20N (VT-ISK),01:32:00,07:35:00,07:52:00,09:30:00,,Landed 9:24 AM,  , ,455,472,570,564.0,17,-6.0,7
,,2025-07-24,Mumbai (BOM),Coimbatore (CJB),A20N (VT-ISJ),01:28:00,07:35:00,07:47:00,09:30:00,,Landed 9:15 AM,  , ,455,467,570,555.0,12,-15.0,7
,,2025-07-23,Mumbai (BOM),Coimbatore (CJB),A20N (VT-IIH),01:27:00,07:35:00,07:37:00,09:30:00,,Landed 9:04 AM,  , ,455,457,570,544.0,2,-26.0,7
,,2025-07-22,Mumbai (BOM),Coimbatore (CJB),A20N (VT-IQG),01:27:00,07:35:00,07:33:00,09:30:00,,Landed 9:01 AM,  , ,455,453,570,541.0,-2,-29.0,7
,,2025-07-21,Mumbai (BOM),Coimbatore (CJB),A20N (VT-IVE),01:28:00,07:35:00,07:48:00,09:30:00,,Landed 9:16 AM,  , ,455,468,570,556.0,13,-14.0,7
,,2025-07-20,Mumbai (BOM),Coimbatore (CJB),A20N (VT-IQK),01:30:00,07:35:00,08:04:00,09:30:00,,Landed 9:34 AM,  , ,455,484,570,574.0,29,4.0,7
,,2025-07-19,Mumbai (BOM),Coimbatore (CJB),A20N (VT-IIW),01:29:00,07:35:00,07:51:00,09:30:00,,Landed 9:19 AM,  , ,455,471,570,559.0,16,-11.0,7
,,2025-07-25,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TNW),01:28:00,07:40:00,08:14:00,09:45:00,,Landed 9:41 AM,  , ,460,494,585,581.0,34,-4.0,7
,,2025-07-24,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQT),01:23:00,07:40:00,07:43:00,09:45:00,,Landed 9:06 AM,  , ,460,463,585,546.0,3,-39.0,7
,,2025-07-23,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TNH),01:24:00,07:40:00,07:51:00,09:45:00,,Landed 9:15 AM,  , ,460,471,585,555.0,11,-30.0,7
,,2025-07-22,Mumbai (BOM),Bengaluru (BLR),A20N (VT-ATV),01:31:00,07:40:00,07:58:00,09:45:00,,Landed 9:28 AM,  , ,460,478,585,568.0,18,-17.0,7
,,2025-07-21,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQX),01:20:00,07:40:00,08:08:00,09:45:00,,Landed 9:28 AM,  , ,460,488,585,568.0,28,-17.0,7
,,2025-07-20,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQC),01:18:00,07:40:00,07:58:00,09:45:00,,Landed 9:15 AM,  , ,460,478,585,555.0,18,-30.0,7
,,2025-07-19,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TNP),01:29:00,07:40:00,07:57:00,09:45:00,,Landed 9:26 AM,  , ,460,477,585,566.0,17,-19.0,7
,,2025-07-25,Mumbai (BOM),Varanasi (VNS),A21N (VT-ILV),01:52:00,07:40:00,08:00:00,09:55:00,,Landed 9:52 AM,  , ,460,480,595,592.0,20,-3.0,7
,,2025-07-24,Mumbai (BOM),Varanasi (VNS),A21N (VT-ILZ),01:45:00,07:40:00,07:51:00,09:55:00,,Landed 9:36 AM,  , ,460,471,595,576.0,11,-19.0,7
,,2025-07-23,Mumbai (BOM),Varanasi (VNS),A21N (VT-ILZ),01:52:00,07:40:00,07:44:00,09:55:00,,Landed 9:35 AM,  , ,460,464,595,575.0,4,-20.0,7
,,2025-07-22,Mumbai (BOM),Varanasi (VNS),A21N (VT-IRV),01:51:00,07:40:00,08:09:00,09:55:00,,Landed 10:00 AM,  , ,460,489,595,600.0,29,5.0,7
,,2025-07-21,Mumbai (BOM),Varanasi (VNS),A21N (VT-IMM),01:50:00,07:40:00,07:54:00,09:55:00,,Landed 9:44 AM,  , ,460,474,595,584.0,14,-11.0,7
,,2025-07-20,Mumbai (BOM),Varanasi (VNS),A21N (VT-ICT),01:48:00,07:40:00,07:47:00,09:55:00,,Landed 9:35 AM,  , ,460,467,595,575.0,7,-20.0,7
,,2025-07-19,Mumbai (BOM),Varanasi (VNS),A21N (VT-ICQ),01:49:00,07:40:00,07:52:00,09:55:00,,Landed 9:41 AM,  , ,460,472,595,581.0,12,-14.0,7
,,2025-07-25,Mumbai (BOM),Lucknow (LKO),B38M (VT-YBF),01:48:00,07:45:00,08:11:00,10:00:00,,Landed 9:59 AM,  , ,465,491,600,599.0,26,-1.0,7
,,2025-07-24,Mumbai (BOM),Lucknow (LKO),B38M (VT-YAI),01:47:00,07:45:00,08:07:00,10:00:00,,Landed 9:54 AM,  , ,465,487,600,594.0,22,-6.0,7
,,2025-07-22,Mumbai (BOM),Lucknow (LKO),B38M (VT-YAQ),01:49:00,07:45:00,08:02:00,10:00:00,,Landed 9:51 AM,  , ,465,482,600,591.0,17,-9.0,7
,,2025-07-21,Mumbai (BOM),Lucknow (LKO),B38M (VT-YAM),01:43:00,07:45:00,09:03:00,10:00:00,,Landed 10:45 AM,  , ,465,543,600,645.0,78,45.0,7
,,2025-07-20,Mumbai (BOM),Lucknow (LKO),B38M (VT-YAS),01:49:00,07:50:00,08:17:00,10:00:00,,Landed 10:06 AM,  , ,470,497,600,606.0,27,6.0,7
,,2025-07-19,Mumbai (BOM),Lucknow (LKO),B38M (VT-YAG),01:45:00,07:50:00,08:16:00,10:00:00,,Landed 10:02 AM,  , ,470,496,600,602.0,26,2.0,7
,,2025-07-25,Mumbai (BOM),Bangkok (BKK),A20N (VT-RTS),04:08:00,07:45:00,08:21:00,13:35:00,,Landed 1:58 PM,  , ,465,501,815,838.0,36,23.0,7
,,2025-07-24,Mumbai (BOM),Bangkok (BKK),A20N (VT-EXN),04:11:00,07:45:00,07:56:00,13:35:00,,Landed 1:36 PM,  , ,465,476,815,816.0,11,1.0,7
,,2025-07-23,Mumbai (BOM),Bangkok (BKK),A20N (VT-EXU),04:30:00,07:45:00,08:07:00,13:35:00,,Landed 2:07 PM,  , ,465,487,815,847.0,22,32.0,7
,,2025-07-22,Mumbai (BOM),Bangkok (BKK),A20N (VT-RTS),04:11:00,07:45:00,08:16:00,13:35:00,,Landed 1:58 PM,  , ,465,496,815,838.0,31,23.0,7
,,2025-07-21,Mumbai (BOM),Bangkok (BKK),A20N (VT-RTU),04:16:00,07:45:00,08:01:00,13:35:00,,Landed 1:46 PM,  , ,465,481,815,826.0,16,11.0,7
,,2025-07-20,Mumbai (BOM),Bangkok (BKK),A20N (VT-RTT),04:05:00,07:45:00,08:12:00,13:35:00,,Landed 1:47 PM,  , ,465,492,815,827.0,27,12.0,7
,,2025-07-19,Mumbai (BOM),Bangkok (BKK),A20N (VT-RTN),04:09:00,07:45:00,08:06:00,13:35:00,,Landed 1:45 PM,  , ,465,486,815,825.0,21,10.0,7
,,2025-07-25,Mumbai (BOM),Delhi (DEL),A20N (VT-TNI),01:47:00,07:45:00,08:03:00,09:55:00,,Landed 9:49 AM,  , ,465,483,595,589.0,18,-6.0,7
,,2025-07-24,Mumbai (BOM),Delhi (DEL),A20N (VT-TNB),01:46:00,07:45:00,08:12:00,09:55:00,,Landed 9:58 AM,  , ,465,492,595,598.0,27,3.0,7
,,2025-07-23,Mumbai (BOM),Delhi (DEL),A20N (VT-TNX),01:54:00,07:45:00,08:12:00,09:55:00,,Landed 10:07 AM,  , ,465,492,595,607.0,27,12.0,7
,,2025-07-21,Mumbai (BOM),Delhi (DEL),A20N (VT-TQN),01:41:00,07:45:00,08:45:00,09:55:00,,Landed 10:25 AM,  , ,465,525,595,625.0,60,30.0,7
,,2025-07-20,Mumbai (BOM),Delhi (DEL),A20N (VT-TNI),01:45:00,07:45:00,07:55:00,09:55:00,,Landed 9:40 AM,  , ,465,475,595,580.0,10,-15.0,7
,,2025-07-19,Mumbai (BOM),Delhi (DEL),A20N (VT-EXR),01:46:00,07:45:00,07:56:00,09:55:00,,Landed 9:42 AM,  , ,465,476,595,582.0,11,-13.0,7
,,2025-07-25,Mumbai (BOM),Kolkata (CCU),A21N (VT-IBF),02:34:00,07:45:00,08:05:00,10:45:00,,Landed 10:39 AM,  , ,465,485,645,639.0,20,-6.0,7
,,2025-07-24,Mumbai (BOM),Kolkata (CCU),A21N (VT-IMC),02:21:00,07:45:00,08:15:00,10:45:00,,Landed 10:36 AM,  , ,465,495,645,636.0,30,-9.0,7
,,2025-07-23,Mumbai (BOM),Kolkata (CCU),A21N (VT-ICO),02:23:00,07:45:00,08:09:00,10:45:00,,Landed 10:33 AM,  , ,465,489,645,633.0,24,-12.0,7
,,2025-07-22,Mumbai (BOM),Kolkata (CCU),A21N (VT-IBD),02:28:00,07:45:00,08:12:00,10:45:00,,Landed 10:40 AM,  , ,465,492,645,640.0,27,-5.0,7
,,2025-07-21,Mumbai (BOM),Kolkata (CCU),A21N (VT-IBM),02:25:00,07:45:00,08:52:00,10:45:00,,Landed 11:17 AM,  , ,465,532,645,677.0,67,32.0,7
,,2025-07-20,Mumbai (BOM),Kolkata (CCU),A21N (VT-IBQ),02:28:00,07:45:00,08:23:00,10:45:00,,Landed 10:51 AM,  , ,465,503,645,651.0,38,6.0,7
,,2025-07-19,Mumbai (BOM),Kolkata (CCU),A21N (VT-IMH),02:26:00,07:45:00,08:09:00,10:45:00,,Landed 10:35 AM,  , ,465,489,645,635.0,24,-10.0,7
,,2025-07-25,Mumbai (BOM),Siliguri (IXB),A20N (VT-IIH),02:39:00,07:50:00,08:17:00,10:55:00,,Landed 10:56 AM,  , ,470,497,655,656.0,27,1.0,7
,,2025-07-24,Mumbai (BOM),Siliguri (IXB),A20N (VT-IQO),02:32:00,07:50:00,08:03:00,10:55:00,,Landed 10:36 AM,  , ,470,483,655,636.0,13,-19.0,7
,,2025-07-23,Mumbai (BOM),Siliguri (IXB),A20N (VT-IXI),02:38:00,07:50:00,08:19:00,10:55:00,,Landed 10:58 AM,  , ,470,499,655,658.0,29,3.0,7
,,2025-07-22,Mumbai (BOM),Siliguri (IXB),A20N (VT-IQF),02:29:00,07:50:00,08:03:00,10:55:00,,Landed 10:31 AM,  , ,470,483,655,631.0,13,-24.0,7
,,2025-07-21,Mumbai (BOM),Siliguri (IXB),A20N (VT-IIH),02:37:00,07:50:00,08:37:00,10:55:00,,Landed 11:14 AM,  , ,470,517,655,674.0,47,19.0,7
,,2025-07-20,Mumbai (BOM),Siliguri (IXB),A20N (VT-IIS),02:35:00,07:50:00,08:07:00,10:55:00,,Landed 10:42 AM,  , ,470,487,655,642.0,17,-13.0,7
,,2025-07-19,Mumbai (BOM),Siliguri (IXB),A20N (VT-IQK),02:29:00,07:50:00,08:03:00,10:55:00,,Landed 10:33 AM,  , ,470,483,655,633.0,13,-22.0,7
,,2025-07-25,Mumbai (BOM),Delhi (DEL),A21N (VT-NCR),01:46:00,08:05:00,08:34:00,10:15:00,,Landed 10:20 AM,  , ,485,514,615,620.0,29,5.0,8
,,2025-07-24,Mumbai (BOM),Delhi (DEL),A21N (VT-NCG),01:38:00,08:05:00,08:24:00,10:15:00,,Landed 10:01 AM,  , ,485,504,615,601.0,19,-14.0,8
,,2025-07-23,Mumbai (BOM),Delhi (DEL),A21N (VT-NCL),01:49:00,08:05:00,08:25:00,10:15:00,,Landed 10:14 AM,  , ,485,505,615,614.0,20,-1.0,8
,,2025-07-22,Mumbai (BOM),Delhi (DEL),A21N (VT-NCJ),01:50:00,08:05:00,08:23:00,10:15:00,,Landed 10:13 AM,  , ,485,503,615,613.0,18,-2.0,8
,,2025-07-21,Mumbai (BOM),Delhi (DEL),A21N (VT-NCJ),01:43:00,08:05:00,08:59:00,10:15:00,,Landed 10:42 AM,  , ,485,539,615,642.0,54,27.0,8
,,2025-07-20,Mumbai (BOM),Delhi (DEL),A21N (VT-NCC),01:40:00,08:05:00,08:26:00,10:15:00,,Landed 10:06 AM,  , ,485,506,615,606.0,21,-9.0,8
,,2025-07-19,Mumbai (BOM),Delhi (DEL),A21N (VT-NCN),01:42:00,08:05:00,08:19:00,10:15:00,,Landed 10:01 AM,  , ,485,499,615,601.0,14,-14.0,8
,,2025-07-25,Mumbai (BOM),Dubai (DXB),A20N (VT-IPD),02:34:00,08:10:00,08:30:00,09:40:00,,Landed 9:34 AM,  , ,490,510,580,574.0,20,-6.0,8
,,2025-07-24,Mumbai (BOM),Dubai (DXB),A20N (VT-IPI),02:24:00,08:10:00,08:26:00,09:40:00,,Landed 9:21 AM,  , ,490,506,580,561.0,16,-19.0,8
,,2025-07-23,Mumbai (BOM),Dubai (DXB),A20N (VT-IIO),02:20:00,08:10:00,08:32:00,09:40:00,,Landed 9:21 AM,  , ,490,512,580,561.0,22,-19.0,8
,,2025-07-22,Mumbai (BOM),Dubai (DXB),A20N (VT-IZE),02:28:00,08:10:00,08:28:00,09:40:00,,Landed 9:26 AM,  , ,490,508,580,566.0,18,-14.0,8
,,2025-07-21,Mumbai (BOM),Dubai (DXB),A20N (VT-IZE),02:26:00,08:10:00,09:16:00,09:40:00,,Landed 10:12 AM,  , ,490,556,580,612.0,66,32.0,8
,,2025-07-20,Mumbai (BOM),Dubai (DXB),A20N (VT-IQO),02:25:00,08:10:00,08:40:00,09:40:00,,Landed 9:35 AM,  , ,490,520,580,575.0,30,-5.0,8
,,2025-07-19,Mumbai (BOM),Dubai (DXB),A20N (VT-IIX),02:30:00,08:10:00,08:36:00,09:40:00,,Landed 9:35 AM,  , ,490,516,580,575.0,26,-5.0,8
,,2025-07-25,Mumbai (BOM),Chennai (MAA),A21N (VT-IWR),01:44:00,08:15:00,08:47:00,10:10:00,,Landed 10:31 AM,  , ,495,527,610,631.0,32,21.0,8
,,2025-07-24,Mumbai (BOM),Chennai (MAA),A21N (VT-ICO),01:39:00,08:15:00,08:29:00,10:10:00,,Landed 10:08 AM,  , ,495,509,610,608.0,14,-2.0,8
,,2025-07-23,Mumbai (BOM),Chennai (MAA),A21N (VT-ILH),01:35:00,08:15:00,08:35:00,10:10:00,,Landed 10:09 AM,  , ,495,515,610,609.0,20,-1.0,8
,,2025-07-22,Mumbai (BOM),Chennai (MAA),A21N (VT-IBW),01:34:00,08:15:00,08:32:00,10:10:00,,Landed 10:06 AM,  , ,495,512,610,606.0,17,-4.0,8
,,2025-07-21,Mumbai (BOM),Chennai (MAA),A21N (VT-IBF),01:31:00,08:15:00,09:08:00,10:10:00,,Landed 10:39 AM,  , ,495,548,610,639.0,53,29.0,8
,,2025-07-20,Mumbai (BOM),Chennai (MAA),A21N (VT-IRZ),01:31:00,08:15:00,08:32:00,10:10:00,,Landed 10:04 AM,  , ,495,512,610,604.0,17,-6.0,8
,,2025-07-19,Mumbai (BOM),Chennai (MAA),A21N (VT-IBY),01:34:00,08:15:00,08:41:00,10:10:00,,Landed 10:15 AM,  , ,495,521,610,615.0,26,5.0,8
,,2025-07-25,Mumbai (BOM),Goa (GOX),A21N (VT-ILO),00:41:00,08:15:00,08:39:00,09:30:00,,Landed 9:20 AM,  , ,495,519,570,560.0,24,-10.0,8
,,2025-07-24,Mumbai (BOM),Goa (GOX),A21N (VT-ICK),00:41:00,08:15:00,08:33:00,09:30:00,,Landed 9:13 AM,  , ,495,513,570,553.0,18,-17.0,8
